CustomerID,Age,Gender,Region,Income,Months_Subscribed,Total_Spend,Customer_Service_Calls,Rating_Score,Payment_Method,Churn
CUST-01098,18,Male,North,77186,19,1527.2,0,1.7,PayPal,0
CUST-01099,50,Male,South,80826,51,2466.76,1,3.6,Credit Card,0
CUST-01100,44,Female,South,57048,8,1884.47,0,4.8,Credit Card,0
CUST-01101,51,Female,East,60303,34,2541.53,3,4.3,Credit Card,0
CUST-01102,18,Male,East,80765,57,1500.2,0,2.4,Credit Card,0
CUST-01103,65,Male,North,46664,4,997.96,1,4.1,Bank Transfer,0
CUST-01104,38,Female,South,83748,31,2092.01,2,3.2,PayPal,0
CUST-01105,53,Non-Binary,East,52616,38,1371.78,0,3.1,Credit Card,0
CUST-01106,27,Female,East,101571,3,168.82,1,2.5,PayPal,0
CUST-01107,47,M,West,133445,35,1732.12,1,4.6,PayPal,0
CUST-01108,27,Female,South,53481,19,1054.82,0,5,Credit Card,0
CUST-01109,32,M,South,88355,43,50,2,5,PayPal,0
CUST-01110,62,Male,South,56831,29,1172.21,2,2.5,Credit Card,0
CUST-01111,37,Female,North,101023,10,335.85,0,4.8,Credit Card,0
CUST-01112,42,Male,South,43368,12,1610.18,4,4.8,PayPal,0
CUST-01113,50,Male,South,87014,46,2650.81,1,3.4,PayPal,0
CUST-01114,45,Female,South,53175,30,1705.16,2,,Credit Card,0
CUST-01115,41,Female,South,69825,30,1659.13,0,2.9,PayPal,0
CUST-01116,44,Female,East,49224,18,1508.52,2,3.5,Bank Transfer,0
CUST-01117,68,Male,North,95558,24,1358.62,1,4.2,Bank Transfer,0
CUST-01118,39,Male,South,54075,32,2186.82,3,5,PayPal,1
CUST-01119,42,Female,East,88799,9,1235.51,3,5,Credit Card,0
CUST-01120,52,Female,South,66397,47,2585.78,0,2.4,PayPal,0
CUST-01121,53,Male,South,72138,24,2028.9,1,3.2,Credit Card,0
CUST-01122,54,Female,North,78693,26,1950.52,3,5,Credit Card,0
CUST-01123,47,Male,East,55954,3,1081.23,1,3.3,PayPal,0
CUST-01124,26,M,East,80259,23,1455.51,0,3.9,Bank Transfer,0
CUST-01125,59,Female,South,113258,11,1499.8,1,2.3,Credit Card,0
CUST-01126,26,Male,East,55547,10,1129.21,3,5,Credit Card,0
CUST-01127,43,Male,North,104295,50,2404.58,5,2.1,PayPal,1
CUST-01128,30,Male,South,112452,36,1618.75,4,2.4,Credit Card,0
CUST-01129,39,Female,East,54596,13,1392.84,0,5,Bank Transfer,0
CUST-01130,43,Male,West,38623,29,1588.37,1,5,Credit Card,0
CUST-01131,43,Female,East,82549,38,2497.64,1,3.7,Bank Transfer,0
CUST-01132,45,Female,North,61314,59,1426.36,2,4,Credit Card,0
CUST-01133,59,Female,South,121715,53,2641.69,0,4.9,Credit Card,0
CUST-01134,45,Male,East,75870,13,891.9,1,4.3,Credit Card,0
CUST-01135,37,Male,South,54945,57,1910.91,1,3.6,PayPal,0
CUST-01136,51,Female,West,46321,26,1771.48,1,3.5,PayPal,0
CUST-01137,54,Female,East,102247,20,933.2,3,2.4,Credit Card,0
CUST-01138,25,Male,East,60720,5,845.17,1,4.2,PayPal,0
CUST-01139,47,Female,East,76095,20,1465.69,1,3.9,Bank Transfer,0
CUST-01140,48,Non-Binary,North,98895,14,899.5,1,3.6,Credit Card,0
CUST-01141,36,Male,West,62893,45,1978.5,3,3,Credit Card,0
CUST-01142,56,Male,South,73851,14,998.48,1,3.1,Credit Card,0
CUST-01143,38,Female,West,74585,8,2151.67,0,4.6,Credit Card,0
CUST-01144,41,Male,East,92083,48,2771.4,3,4.9,PayPal,0
CUST-01145,37,Male,West,89768,13,1277.47,4,3.7,PayPal,0
CUST-01146,40,F,South,69497,24,1231.61,1,3.6,Credit Card,0
CUST-01147,26,Female,East,76591,15,1369.98,2,3.1,Bank Transfer,0
CUST-01148,22,Female,East,65705,51,2307.26,0,4.9,Bank Transfer,0
CUST-01149,59,Female,West,38059,1,1032.56,0,4,PayPal,0
CUST-01150,29,Male,South,81440,22,839.63,1,4.4,PayPal,0
CUST-01151,28,Female,South,122304,34,1736.73,1,4.4,Bank Transfer,0
CUST-01152,18,Female,South,52907,50,1833.54,3,3.7,PayPal,0
CUST-01153,32,Male,East,55674,51,2118.51,3,2.8,Bank Transfer,0
CUST-01154,24,Female,East,53231,40,1762.84,0,3,Credit Card,0
CUST-01155,59,Male,West,93114,3,1595.99,1,5,Bank Transfer,0
CUST-01156,52,Male,East,86212,55,3096.92,0,3.3,PayPal,0
CUST-01157,31,Male,South,71036,26,1921.46,3,3.6,Credit Card,0
CUST-01158,67,Male,South,52049,14,1675.4,2,2.9,Credit Card,0
CUST-01159,51,Male,West,77309,58,1817.69,1,2.8,Bank Transfer,0
CUST-01160,36,Female,South,35884,41,2257.59,1,3.2,Credit Card,0
CUST-01161,18,Female,West,78585,8,1282.33,2,5,PayPal,0
CUST-01162,67,Male,South,96788,49,2351.04,0,4.7,Credit Card,0
CUST-01163,23,Non-Binary,West,43720,55,1938.47,1,3.5,Bank Transfer,0
CUST-01164,20,Female,South,36687,55,1891.23,3,5,Credit Card,0
CUST-01165,52,Female,East,114485,56,2373.51,6,3.8,Bank Transfer,1
CUST-01166,69,Male,South,59706,16,614.51,4,5,Bank Transfer,0
CUST-01167,56,Female,East,103398,42,1668.72,2,5,PayPal,0
CUST-01168,46,Male,East,71150,21,987.5,1,5,PayPal,0
CUST-01169,47,Male,East,70951,10,190.84,3,,Bank Transfer,0
CUST-01170,50,Female,North,85960,57,1898.17,1,4.7,PayPal,0
CUST-01171,49,Male,South,52900,25,2050.1,1,4,PayPal,0
CUST-01172,43,Female,East,78312,56,2564.52,0,2.2,Bank Transfer,0
CUST-01173,41,Female,North,65462,38,1301.82,1,3.3,Bank Transfer,0
CUST-01174,39,Female,East,41987,22,905.82,1,3,Bank Transfer,0
CUST-01175,30,Non-Binary,East,83437,49,2656.78,1,3.3,Credit Card,0
CUST-01176,36,Female,West,68417,48,2604.32,2,5,PayPal,0
CUST-01177,19,Female,East,71074,47,1855.31,4,5,PayPal,1
CUST-01178,38,Female,South,44745,54,2641.12,4,4.4,Bank Transfer,0
CUST-01179,28,Female,East,114785,46,1720.97,1,4.8,Bank Transfer,0
CUST-01180,26,Male,East,96917,4,1058.26,1,2.1,Credit Card,0
CUST-01181,42,F,South,99103,4,378.34,2,4.7,Credit Card,0
CUST-01182,56,Female,North,67363,30,1564.65,0,4.9,PayPal,0
CUST-01183,51,Male,South,31770,2,832.89,3,1.8,Bank Transfer,0
CUST-01184,21,Male,West,123822,29,811.58,1,4.8,Credit Card,0
CUST-01185,28,Female,West,73472,43,2118.92,1,2.6,Bank Transfer,0
CUST-01186,51,Male,South,56280,36,2171.5,0,2,Credit Card,0
CUST-01187,28,Female,North,85420,21,1837.66,2,5,Credit Card,0
CUST-01188,37,Male,West,104178,21,2683.01,2,3,PayPal,0
CUST-01189,46,Female,North,74423,48,2340.47,1,3.3,Bank Transfer,0
CUST-01190,28,Female,West,106964,21,1407.78,2,5,PayPal,0
CUST-01191,41,Female,West,102074,4,319.33,3,3.7,Credit Card,0
CUST-01192,23,Female,East,48090,1,791.43,1,3.8,Credit Card,0
CUST-01193,32,Male,South,58155,26,1640.49,2,3.8,Credit Card,0
CUST-01194,43,Male,South,98938,56,1746.68,1,4.3,PayPal,1
CUST-01195,20,Male,East,7184,51,1490.88,1,3.8,Credit Card,0
CUST-01196,45,Male,East,71263,2,961.88,0,4.1,Bank Transfer,0
CUST-01197,39,Female,North,39229,9,1175.91,2,3.5,PayPal,0
CUST-01198,46,male,West,63086,55,2678.55,1,4.4,Credit Card,0
CUST-01199,42,Male,North,67529,57,2014.37,4,4.3,PayPal,0
CUST-01200,56,Male,North,66043,45,2215.9,1,5,Bank Transfer,0
CUST-01201,41,Male,East,61193,18,1552.83,2,3.6,Credit Card,0
CUST-01202,34,Male,South,47571,48,1786.97,0,,Credit Card,0
CUST-01203,41,Male,North,132297,48,2160.75,0,4.2,Bank Transfer,0
CUST-01204,46,Female,North,121686,57,2949.72,2,5,PayPal,0
CUST-01205,40,Male,South,45948,42,1690.88,0,2.9,Credit Card,0
CUST-01206,40,Male,East,114552,41,1499.22,3,4.1,Credit Card,0
CUST-01207,31,Female,West,65013,11,1696.59,1,1.5,Credit Card,0
CUST-01208,32,Non-Binary,West,78229,25,893,1,3.7,PayPal,0
CUST-01209,23,Female,East,73418,26,1299.84,0,5,Credit Card,0
CUST-01210,60,Female,East,58506,58,2603.41,0,3.3,Credit Card,0
CUST-01211,25,Male,North,99596,36,1975.58,2,4.2,Credit Card,0
CUST-01212,31,Female,South,78147,42,1935.54,4,3.5,PayPal,0
CUST-01213,31,Male,South,63086,35,129.37,0,3.1,PayPal,0
CUST-01214,50,Female,South,42385,38,1410.67,1,5,Credit Card,0
CUST-01215,36,Male,South,52660,3,946.45,1,,Bank Transfer,0
CUST-01216,54,Female,South,33965,59,2230.28,2,4.3,Credit Card,0
CUST-01217,31,Female,South,75305,41,2067.36,2,4.3,PayPal,0
CUST-01218,43,Female,West,45083,35,2141.16,1,3.1,Credit Card,0
CUST-01219,29,Female,West,68360,50,2235.14,3,4.2,PayPal,0
CUST-01220,65,Male,East,109252,40,1931.75,0,3.1,Credit Card,0
CUST-01221,25,Female,North,104982,22,1155.66,0,4.5,Credit Card,0
CUST-01222,43,Male,North,74193,8,1916.69,0,2.7,PayPal,0
CUST-01223,47,Female,West,72822,15,1219.56,2,3.7,Credit Card,0
CUST-01224,44,Male,East,121996,45,2227.28,1,3.7,Credit Card,0
CUST-01225,37,Male,East,88018,7,1340.03,1,5,Credit Card,0
CUST-01226,38,Male,North,66804,19,1907.63,1,4.1,Bank Transfer,0
CUST-01227,40,Female,East,39349,40,1246.11,1,5,Credit Card,0
CUST-01228,38,Female,East,84846,42,1706.17,1,4.6,PayPal,0
CUST-01229,51,Non-Binary,North,95733,17,711.68,3,4.5,Credit Card,0
CUST-01230,66,Male,East,59208,1,932.85,1,3.7,Credit Card,0
CUST-01231,33,Male,North,82280,45,2250.2,3,5,Credit Card,0
CUST-01232,23,Female,North,65910,29,1202.43,1,3.6,Credit Card,0
CUST-01233,38,Male,North,70399,58,3161.9,1,2.3,Credit Card,0
CUST-01234,70,Male,South,12804,13,1247.12,1,3.8,Credit Card,0
CUST-01235,30,Male,South,69455,56,2096.14,0,4.5,Bank Transfer,0
CUST-01236,59,Male,East,99234,48,2210.1,1,2.4,PayPal,0
CUST-01237,60,Male,North,59214,29,1041.14,1,3.1,PayPal,0
CUST-01238,33,Male,East,76313,41,1791.4,0,2.8,Credit Card,0
CUST-01239,46,Male,East,56101,42,2069.7,2,4.8,Credit Card,0
CUST-01240,59,Female,West,84011,6,1201.02,1,5,Credit Card,0
CUST-01241,35,Female,North,69586,5,1038.49,2,3.8,PayPal,0
CUST-01242,37,Male,South,51518,34,1242.25,3,4.5,PayPal,0
CUST-01243,33,Male,West,108313,11,624.2,2,4.5,PayPal,0
CUST-01244,27,Female,North,98223,9,1033.01,1,5,Credit Card,0
CUST-01245,32,Male,West,59877,38,1779.69,0,3.3,Credit Card,0
CUST-01246,25,Female,South,87444,40,1702.87,2,3.8,PayPal,0
CUST-01247,40,Female,South,88435,41,2068.93,2,3.7,Credit Card,0
CUST-01248,30,Female,West,91057,9,1468.61,0,4.1,Credit Card,0
CUST-01249,42,Female,North,32643,8,1269.63,3,5,Bank Transfer,0
CUST-01250,21,Male,North,100165,44,2339.51,0,4,Bank Transfer,0
CUST-01251,43,Male,North,60757,58,2786.45,1,3.1,Credit Card,0
CUST-01252,50,Female,East,66054,40,2178.81,0,2.8,Credit Card,0
CUST-01253,18,Male,South,140947,3,1237.9,3,5,PayPal,0
CUST-01254,44,Female,West,82546,13,2249.21,0,3.1,PayPal,0
CUST-01255,54,Male,North,65341,19,1833.51,4,4.7,Bank Transfer,0
CUST-01256,25,Female,North,19867,34,876.75,0,3.3,Credit Card,0
CUST-01257,60,M,East,109744,32,1117.2,0,2.7,Credit Card,0
CUST-01258,45,Male,East,41369,49,1861.27,2,4.6,PayPal,0
CUST-01259,31,Female,East,49914,16,1371.94,1,3.4,Credit Card,0
CUST-01260,39,Female,North,66716,36,2203.06,1,4.4,PayPal,0
CUST-01261,46,Female,West,110410,18,936.81,1,4.5,PayPal,0
CUST-01262,40,Male,South,94330,14,1686.36,4,4.5,Credit Card,0
CUST-01263,46,Male,West,71054,30,2232.61,0,,PayPal,0
CUST-01264,28,Female,North,82707,2,1147.9,4,4.7,Credit Card,1
CUST-01265,42,Female,East,59990,13,1352.81,1,3.1,Credit Card,0
CUST-01266,23,Female,South,78491,27,1331.05,0,1.5,Credit Card,0
CUST-01267,38,Female,South,76833,59,2109.16,0,,Credit Card,0
CUST-01268,29,Male,East,99219,53,2603.87,0,4.2,Credit Card,0
CUST-01269,31,Male,East,99179,52,2497.57,1,3.4,PayPal,0
CUST-01270,54,Female,West,87349,17,1338.18,2,2.5,PayPal,1
CUST-01271,53,Male,South,65941,31,3005.76,1,2,Bank Transfer,0
CUST-01272,47,Male,West,93545,15,657.83,1,4.1,Credit Card,0
CUST-01273,26,Female,West,72700,57,2032.43,2,5,PayPal,0
CUST-01274,36,Female,North,47952,20,814.06,0,3.9,Credit Card,0
CUST-01275,54,Non-Binary,East,64917,5,1281.67,0,3.6,Credit Card,0
CUST-01276,41,Male,West,77113,7,96.08,2,4,Bank Transfer,0
CUST-01277,67,Male,North,97755,18,2343.41,1,5,Credit Card,0
CUST-01278,44,Female,South,70411,56,2794.78,3,4.8,Credit Card,0
CUST-01279,42,Male,North,44770,11,1152.53,1,3.1,PayPal,0
CUST-01280,36,Male,West,76418,32,1486.93,1,4,Credit Card,0
CUST-01281,41,Male,East,77836,50,2507.33,3,4.3,Bank Transfer,0
CUST-01282,38,Female,East,79645,27,1717.58,2,2.9,PayPal,0
CUST-01283,48,Male,North,97996,26,2195.99,4,4.8,Credit Card,0
CUST-01284,51,F,East,100473,37,1976.14,3,3.2,Credit Card,0
CUST-01285,30,Non-Binary,West,60144,45,1734.98,2,2.5,Bank Transfer,0
CUST-01286,24,Female,North,59596,28,1876.85,0,4.1,Bank Transfer,0
CUST-01287,18,Male,East,48995,50,2091.81,1,3.9,Bank Transfer,0
CUST-01288,46,Female,North,92470,2,985.34,4,4,Bank Transfer,0
CUST-01289,26,Male,South,111220,20,1600.02,2,3.2,Credit Card,0
CUST-01290,18,Female,East,67122,4,808.02,2,3.4,Bank Transfer,0
CUST-01291,44,Non-Binary,West,68964,13,1443.42,2,5,Credit Card,0
CUST-01292,69,Male,East,111669,24,2583.07,2,4.4,Credit Card,0
CUST-01293,39,Male,East,87638,48,1953.25,1,3,Credit Card,0
CUST-01294,50,Male,South,85905,38,1657.25,1,2,Credit Card,0
CUST-01295,40,Female,East,45227,58,2313.03,1,3.1,Credit Card,0
CUST-01296,38,F,South,91968,40,1671.56,1,4.2,PayPal,0
CUST-01297,51,Female,South,51771,48,1613.4,6,3.4,Bank Transfer,1
CUST-01298,36,Female,North,46649,45,2315.02,1,3.3,PayPal,0
CUST-01299,43,Male,South,66330,55,2093.05,3,3.4,Credit Card,0
CUST-01300,43,Female,West,60355,29,622.74,0,3.9,PayPal,0
CUST-01301,31,Female,South,69460,58,2631.01,0,4.8,Bank Transfer,0
CUST-01302,51,Male,East,38975,36,1485.8,2,4,Bank Transfer,0
CUST-01303,37,Male,East,98970,2,1303.77,1,4.1,Credit Card,0
CUST-01304,30,Male,East,103192,41,2482.68,3,3.8,Credit Card,0
CUST-01305,46,M,West,26316,18,1236.4,0,3.5,Credit Card,0
CUST-01306,29,Female,South,99461,49,1094.57,0,4.9,Credit Card,0
CUST-01307,40,Non-Binary,South,54736,8,50,1,4.7,Credit Card,0
CUST-01308,39,Female,West,96424,58,2085.92,0,5,PayPal,0
CUST-01309,53,Female,West,73288,15,1343.01,4,4.6,Credit Card,0
CUST-01310,45,Female,West,75719,41,2553.67,2,3.5,Credit Card,0
CUST-01311,39,Female,East,70372,17,1412.53,3,3.1,Bank Transfer,0
CUST-01312,49,Female,East,105303,23,3000.15,1,5,Bank Transfer,0
CUST-01313,56,Female,East,44010,2,184.34,3,3.2,PayPal,0
CUST-01314,46,Female,North,90196,6,1221.63,1,4.8,Bank Transfer,0
CUST-01315,40,Non-Binary,West,102533,29,1514.93,1,3.2,Credit Card,0
CUST-01316,24,Female,East,92908,27,1596.86,0,,Bank Transfer,0
CUST-01317,27,Male,South,133117,37,2836.42,2,2.9,Credit Card,0
CUST-01318,36,Male,West,61776,49,2901.34,5,4.8,PayPal,1
CUST-01319,32,Female,East,98932,34,1791.89,2,2.8,Credit Card,0
CUST-01320,37,Female,West,72347,18,1712.49,3,4.3,Credit Card,0
CUST-01321,40,Female,East,105835,42,2186.95,3,3.8,Credit Card,0
CUST-01322,46,Female,North,74807,10,646.39,0,4.1,Bank Transfer,0
CUST-01323,39,Female,East,65303,38,1773.68,2,3.6,Credit Card,0
CUST-01324,45,Male,South,107651,59,2310.7,3,3.6,Credit Card,0
CUST-01325,40,Male,West,62710,44,1882.17,2,4.2,Credit Card,0
CUST-01326,18,Male,West,39681,17,477.36,1,3,Bank Transfer,0
CUST-01327,28,Male,East,62078,59,2242.96,1,3,Bank Transfer,0
CUST-01328,38,Male,North,90475,13,1410.2,2,3.6,Credit Card,0
CUST-01329,25,Female,North,109800,52,2551.13,0,3.6,PayPal,0
CUST-01330,47,Female,South,77778,48,2313.82,1,3,Credit Card,0
CUST-01331,58,Male,West,107954,42,3087.07,0,4.9,PayPal,0
CUST-01332,54,Female,West,41045,27,2616.33,0,3.7,Bank Transfer,0
CUST-01333,37,Male,South,63918,53,1912.32,2,3.8,PayPal,0
CUST-01334,57,M,East,67785,2,1543.96,3,2.7,Credit Card,0
CUST-01335,41,Male,West,72136,34,2777.98,4,5,Credit Card,0
CUST-01336,35,Female,South,77102,31,2108.57,3,5,Credit Card,0
CUST-01337,32,Female,North,92272,23,1815.02,0,3.2,PayPal,0
CUST-01338,36,Male,South,63879,7,50,2,5,Credit Card,0
CUST-01339,35,female,West,78475,38,1513.34,2,3.9,PayPal,0
CUST-01340,42,F,East,73871,33,1508.3,3,5,Credit Card,0
CUST-01341,41,Male,East,51852,12,1762.86,1,4.3,Credit Card,0
CUST-01342,40,Male,South,72158,45,1620.49,1,4.1,Bank Transfer,0
CUST-01343,45,Female,West,71408,12,1164.35,1,1.5,PayPal,0
CUST-01344,54,Female,West,70872,19,1889.5,1,3.1,Bank Transfer,0
CUST-01345,51,Male,South,75793,9,826.12,2,4,PayPal,0
CUST-01346,22,female,North,76891,10,1094,2,4.2,Credit Card,0
CUST-01347,18,Male,North,64192,17,1100.35,1,2.8,Credit Card,0
CUST-01348,51,Female,North,106817,50,2832.64,2,3.3,Bank Transfer,0
CUST-01349,23,Male,East,45762,40,1888.23,1,4.6,Credit Card,0
CUST-01350,37,Male,South,56975,39,2043.52,1,2.6,Bank Transfer,0
CUST-01351,25,Male,East,144499,41,2197.89,1,4.1,PayPal,0
CUST-01352,18,Male,South,49050,10,50,0,5,PayPal,0
CUST-01353,46,Female,East,41156,12,1135.61,1,4.4,Credit Card,0
CUST-01354,49,Female,East,93361,15,1459.46,1,4.3,Credit Card,0
CUST-01355,33,Female,North,23072,31,1703.63,3,2,PayPal,0
CUST-01356,18,Male,East,69118,15,789.13,1,3.2,PayPal,0
CUST-01357,33,Male,East,128645,28,1794.12,2,5,PayPal,0
CUST-01358,44,F,North,36376,4,858.56,1,3.4,Credit Card,0
CUST-01359,22,Female,East,25450,36,990.97,0,5,PayPal,0
CUST-01360,42,Male,South,37520,55,1505.96,0,3.4,PayPal,0
CUST-01361,39,Female,East,97458,1,1193.56,2,3.7,Credit Card,0
CUST-01362,46,Female,West,103119,58,3029.48,1,4.5,PayPal,0
CUST-01363,41,Male,West,62185,44,1608.47,1,4.1,PayPal,0
CUST-01364,28,Male,South,92080,57,2156.52,1,4.4,Credit Card,0
CUST-01365,54,Female,East,109756,34,2453.55,1,3.2,Credit Card,0
CUST-01366,38,Male,West,119683,47,2716.77,0,2.9,PayPal,0
CUST-01367,39,Female,East,68841,17,1374.92,1,3.1,Credit Card,1
CUST-01368,28,Male,North,17463,39,1649.42,3,3.5,Credit Card,0
CUST-01369,34,Female,West,54478,38,1928.41,1,,Bank Transfer,0
CUST-01370,29,Female,South,64329,44,2167.16,3,5,PayPal,0
CUST-01371,37,Female,West,68526,51,1551.92,1,4.1,Bank Transfer,0
CUST-01372,60,Female,South,70303,33,2835.12,3,4.5,Credit Card,0
CUST-01373,23,Female,East,102972,21,1506.86,0,4.1,Bank Transfer,0
CUST-01374,20,Male,South,106860,26,1849.22,1,2.9,Credit Card,0
CUST-01375,57,Female,East,70708,46,1792.64,1,4,PayPal,0
CUST-01376,37,Female,South,102462,36,1789.36,1,,Bank Transfer,0
CUST-01377,31,Male,North,83941,5,1143.2,2,4.8,PayPal,0
CUST-01378,52,Female,South,76612,33,925.86,0,2.9,PayPal,0
CUST-01379,32,Female,East,97663,1,482.74,0,2,Credit Card,1
CUST-01380,61,Female,East,76806,53,2056.39,0,4.2,PayPal,0
CUST-01381,48,Female,East,126445,6,722.91,1,,Bank Transfer,0
CUST-01382,34,Female,North,39039,37,1613.24,1,3.8,Credit Card,0
CUST-01383,65,Female,East,62120,2,1073.56,2,4,Credit Card,0
CUST-01384,32,Female,South,71837,57,2916.04,4,4.9,Credit Card,0
CUST-01385,48,Male,South,85986,53,1774.59,3,3.5,Credit Card,0
CUST-01386,43,Male,East,106699,59,2655.87,1,3.7,PayPal,0
CUST-01387,55,Female,South,74390,59,2056.91,0,4.1,Credit Card,0
CUST-01388,58,Female,North,39444,5,143.65,1,2.8,Bank Transfer,0
CUST-01389,40,Female,East,96062,26,1924.21,4,3.8,Credit Card,0
CUST-01390,30,Female,West,93873,41,2229.66,0,3.9,Credit Card,0
CUST-01391,45,Female,West,26453,51,2233.32,0,,Credit Card,0
CUST-01392,31,Female,South,74904,53,1451.27,1,3.7,Credit Card,0
CUST-01393,64,Male,South,35246,47,2133.02,0,4.2,Credit Card,0
CUST-01394,41,Male,South,58383,13,1425.6,2,4.9,Bank Transfer,0
CUST-01395,35,Female,South,52429,12,1488.23,4,3.2,Credit Card,1
CUST-01396,42,Male,East,95231,5,1435.3,4,5,PayPal,0
CUST-01397,23,Female,West,77920,2,1252.17,1,5,PayPal,0
CUST-01398,28,Male,West,42860,59,2602.99,4,4,Credit Card,0
CUST-01399,54,Male,South,97001,4,1277.44,0,3.5,PayPal,0
CUST-01400,32,Male,South,39154,59,2340.04,2,5,PayPal,0
CUST-01401,27,Male,South,83252,27,1961.1,2,4.8,Bank Transfer,0
CUST-01402,46,Female,South,54649,50,2278.31,3,4.1,Credit Card,0
CUST-01403,54,Male,North,65858,53,2893.79,1,5,Credit Card,0
CUST-01404,48,F,North,87606,10,1705.28,2,5,Credit Card,0
CUST-01405,51,Male,South,88036,13,1058.95,4,3.7,Credit Card,1
CUST-01406,30,Male,North,108424,44,1389.12,1,4.2,Credit Card,0
CUST-01407,22,Non-Binary,South,72943,2,744.37,2,4.6,Bank Transfer,0
CUST-01408,58,Male,North,82661,26,1152.74,0,,Credit Card,0
CUST-01409,36,Female,East,64056,15,1196.84,3,2.6,Bank Transfer,0
CUST-01410,36,Male,West,79549,46,2004.04,2,3.1,Bank Transfer,0
CUST-01411,55,Female,West,85987,57,3155.39,1,2.6,Credit Card,0
CUST-01412,46,Female,West,72542,10,1425.24,2,4.5,Credit Card,0
CUST-01413,45,Male,East,29906,22,1738.5,4,2.8,Credit Card,0
CUST-01414,65,Female,East,83286,40,1921.63,1,4.2,Credit Card,0
CUST-01415,32,M,North,84114,25,2230.4,0,5,Bank Transfer,0
CUST-01416,51,Female,East,57995,15,1721.8,0,5,PayPal,0
CUST-01417,40,Female,West,42890,13,1253.17,1,2.2,PayPal,0
CUST-01418,43,Female,East,111896,8,386.2,1,2.7,PayPal,0
CUST-01419,58,Female,West,87286,21,2230.8,1,3.2,Credit Card,0
CUST-01420,46,Male,South,69272,21,2318.03,1,2.8,Credit Card,0
CUST-01421,46,Female,South,46574,22,1348.51,0,2.3,PayPal,0
CUST-01422,52,Female,East,54454,46,2058.14,1,4,Credit Card,0
CUST-01423,35,Female,East,107564,33,1554.48,2,4.7,Credit Card,0
CUST-01424,29,Male,West,78441,45,1091.34,1,5,Credit Card,0
CUST-01425,27,Female,South,61235,27,1070.13,2,3.5,Credit Card,0
CUST-01426,18,Male,South,87742,40,2548.42,1,3.7,PayPal,0
CUST-01427,64,Female,West,54640,50,2802.71,3,4.4,PayPal,0
CUST-01428,26,Female,North,112521,22,1086.25,1,3.9,Bank Transfer,0
CUST-01429,37,Female,West,108820,30,1474.91,0,4.8,Credit Card,0
CUST-01430,36,F,West,63335,9,2069.22,2,4.4,Bank Transfer,0
CUST-01431,43,Male,West,59283,45,1441.34,2,3.6,Credit Card,0
CUST-01432,49,Female,East,9546,35,1155.02,1,,PayPal,0
CUST-01433,50,Male,North,37960,18,1025.01,2,5,Credit Card,0
CUST-01434,33,Female,West,41513,42,1008.56,3,3.3,PayPal,0
CUST-01435,37,Male,East,78379,5,718.14,2,4.4,Credit Card,0
CUST-01436,43,Female,East,66844,27,1278.07,2,2.1,PayPal,0
CUST-01437,37,Male,East,41366,57,1650.71,2,4,Bank Transfer,0
CUST-01438,59,Male,North,67970,6,1843.84,1,4.1,Credit Card,0
CUST-01439,45,Female,East,87633,32,1204.75,0,4.1,Credit Card,0
CUST-01440,48,Male,North,88195,8,1150.01,1,5,Credit Card,0
CUST-01441,47,Female,North,27508,56,1669.04,2,3.4,Credit Card,0
CUST-01442,54,Non-Binary,East,71793,39,1868.98,2,4.8,Credit Card,0
CUST-01443,42,Female,West,40416,21,785.35,0,4.5,Bank Transfer,0
CUST-01444,24,Male,East,97543,18,1315.66,2,3.3,PayPal,0
CUST-01445,44,Male,East,94603,14,1523.75,2,4.8,Bank Transfer,0
CUST-01446,32,Female,East,52549,15,1758.84,3,3.8,Bank Transfer,0
CUST-01447,33,Female,North,55848,42,1464.94,2,4.9,PayPal,0
CUST-01448,47,Male,North,63468,26,2346.25,2,5,Credit Card,0
CUST-01449,54,Female,North,18680,53,1654.91,0,4.2,Bank Transfer,0
CUST-01450,40,Male,North,83399,44,1897.99,2,3.7,Credit Card,0
CUST-01451,43,Male,South,68178,32,2553.26,2,5,Bank Transfer,0
CUST-01452,60,Male,South,99254,39,3622.74,0,5,PayPal,0
CUST-01453,42,Female,South,47539,28,2300.66,2,3.1,Credit Card,0
CUST-01454,71,Female,West,59521,39,1970.81,2,3.5,Credit Card,0
CUST-01455,46,Non-Binary,West,37336,43,2079.12,0,4.7,PayPal,0
CUST-01456,18,M,North,49892,32,1670.78,2,3.9,Credit Card,0
CUST-01457,49,Female,South,45450,13,1314.96,0,3,Credit Card,0
CUST-01458,44,Male,East,99899,15,910.57,1,4.5,PayPal,0
CUST-01459,55,Male,West,57543,18,1505.01,1,4.7,Credit Card,0
CUST-01460,48,Male,North,78104,39,1692.6,2,3.7,PayPal,0
CUST-01461,38,Male,West,65480,6,473.19,3,4.1,Credit Card,0
CUST-01462,25,Female,West,43263,55,1785.63,2,3.4,Credit Card,0
CUST-01463,37,Female,West,70792,11,1256.63,3,2.9,Credit Card,0
CUST-01464,29,M,South,89977,32,2140.58,0,3.5,Bank Transfer,0
CUST-01465,33,Male,South,44806,40,1527.07,2,4.1,Credit Card,0
CUST-01466,47,Male,North,95227,20,1506.83,1,2.5,PayPal,0
CUST-01467,60,Female,East,53756,33,2195.74,0,3.6,Bank Transfer,0
CUST-01468,44,Male,West,62925,40,1890.06,2,4.1,PayPal,0
